"NRA"	"Establecimiento"	"Sector"	"Entidad Federativa"	"Municipio"	"Grupo Sustancia"	"Sustancia"	"CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reutilización"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición Final"	"Alcantarillado"	"Incineración"	"Otro"
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.000002244								
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.00017952								
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.0017952								
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.000008976								
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.004488								
"STM911902111"	"Sae Towers México S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Gral.  Escobedo"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.004488								
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.081098									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.00209346									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.007544									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		0.07544									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.39606									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.369656									
"STO4T1501311"	"STOR, S.A. DE C.V."	"Madera y Productos"	"MEXICO"	"Atizapan de Zaragoza"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.3772									
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.015933								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.0015933								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.039912165								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.11965683								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.003903585								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.398325								
"STR5T3003811"	"STREGER S.A"	"Quimica"	"VERACRUZ"	"Coatepec"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.239233995								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.004								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.0002								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.0002								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.01								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.01								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.01								
"STRLU1102711"	"SEM TREDI, S.A. DE CV."	"Tratamiento de residuos peligrosos"	"GUANAJUATO"	"Salamanca"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.02								
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	88000										
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.1424832									
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.0059368				0.059					
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"					3230						
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.267156									
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.59368									
"STU7F1510911"	"SIDERÚRGICA TULTITLAN, S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.267156			161320						
"SULMB1510411"	"SULCONA S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2675.15										
"SUN5Y1903911"	"Sun Chemical, S.A. de C.V."	"Pinturas y tintas"	"NUEVO LEON"	"Monterrey"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2.239699										
"SVE6Z3011811"	"SILICES DE VERACRUZ S. A. DE C. V."	"vidrio"	"VERACRUZ"	"Orizaba"	"Gases de Efecto Invernadero"	"Oxido nitroso"	"10024-97-2"	"ton/año"	852										
"SVE6Z3011811"	"SILICES DE VERACRUZ S. A. DE C. V."	"vidrio"	"VERACRUZ"	"Orizaba"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	225										
"SVE6Z3011811"	"SILICES DE VERACRUZ S. A. DE C. V."	"vidrio"	"VERACRUZ"	"Orizaba"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								90			
"SVE6Z3011811"	"SILICES DE VERACRUZ S. A. DE C. V."	"vidrio"	"VERACRUZ"	"Orizaba"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"								120			
"SWF542803212"	"SPRINGS WINDOW FASHIONS DE MEXICO S. DE R.L DE C.V"	"Articulos y productos compuestos de diferentes materiales"	"TAMAULIPAS"	"Reynosa"	"Sustancias Agotadoras de la Capa de Ozono"	"Clorodifluorometano (HCFC-22)"	"75-45-6"	"kg/año"	359.245157										
"SWI5U0900211"	"CIA. SHERWIN WILLIAMS S.A. DE C.V."	"Pinturas y tintas"	"DISTRITO FEDERAL"	"Azcapotzalco"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1578.02										
"SWI5U1904811"	"SHERWIN WILLIAMS, S.A. DE C.V. - Santa Catarina"	"Pinturas y tintas"	"NUEVO LEON"	"Santa Catarina"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	48										
"SWI5U1904811"	"SHERWIN WILLIAMS, S.A. DE C.V. - Santa Catarina"	"Pinturas y tintas"	"NUEVO LEON"	"Santa Catarina"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	184										
"SWILJ1306911"	"SWISSACERO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"HIDALGO"	"Tizayuca"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	20.0537412										
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	203.72928										
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.0071316								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.00045591								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.00031774								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.01190722								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.01547302								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.01668285								
"SWM6D2200611"	"STOWE WOODWARD MEXICO S.A. DE C.V."	"Quimica"	"QUERETARO"	"Corregidora"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.04731052								
"SWM7X2201111"	"Inaprecision de Mexico S.A de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"El Marques"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.01982		
"SWM7X2201111"	"Inaprecision de Mexico S.A de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"El Marques"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.01982		
"SWM7X2201111"	"Inaprecision de Mexico S.A de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"QUERETARO"	"El Marques"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.37658		
"SYMMB1904631"	"SYMRISE S. DE R.L. DE C.V."	"Quimica"	"NUEVO LEON"	"San Nicolas de los Garza"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	4110										
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Gases de Efecto Invernadero"	"Oxido nitroso"	"10024-97-2"	"ton/año"	0.8164										
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	3498.1										
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.31492									
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		11.35856									
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		9.4438									
"SYN5T1510611"	"SYNTEX, S.A DE C.V."	"Quimica"	"MEXICO"	"Toluca"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		8.18396									
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2429.93										
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									2.270486		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.01362291		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.227049		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.908195		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00454097		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"								5.2	0.908195		
"T&BND1902611"	"Thomas & Betts Procesos de Manufactura, S. de R.L. de C.V."	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"								46.2	0.908195		
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	42302										
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	56361.053										
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.0007369989142	0.00007332909								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.000014029553	0.00000054805								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.0000794538457	0.00000208259								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		0.00242447174	0.000021922								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		4.79794620613	0.0001150905								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		4.725749792388	0.0001074178								
"TAC7F3008511"	"TALLERES Y ACEROS, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		4.8218059106	0.00010961								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.0065								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.00026								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.000743								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.0013								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.013								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.01378								
"TACBK3110111"	"TALLERES Y ACEROS, S.A. DE C.V."	"Otros"	"YUCATAN"	"Uman"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			0.00884								
"TAEM60502711"	"TECNOLOGÍA AMBIENTAL ESPECIALIZADA, S.A. DE C.V."	"Tratamiento de residuos peligrosos"	"COAHUILA"	"Ramos Arizpe"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.00009334										
"TAHS72603011"	"TRATAMIENTOS AMBIENTALES HERSON, S.A. DE C.V."	"Otros"	"SONORA"	"Hermosillo"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	14.709										
"TAL642201611"	"TALOQUIMIA, S.A. DE C.V."	"Quimica"	"QUERETARO"	"San Juan del Rio"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1714.4447										
"TALB31000711"	"TRANSPORTADORA ALPURA, S.A. DE C.V."	"Alimenticio y/o de consumo humano"	"DURANGO"	"Gomez Palacio"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					672						
"TALKE1000711"	"Transportadora de Alimentos S.A. de C.V."	"Alimenticio y/o de consumo humano"	"DURANGO"	"Gomez Palacio"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	675.57699										
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	364388										
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	342911.72										
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		13.8917475									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		3.735									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		14.982									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		34.689									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	0.105	122.163									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		226.396									
"TAM7J3019311"	"Tubos de Acero de México S. A."	"Metalurgica (incluye la siderurgica)"	"VERACRUZ"	"Veracruz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		549.445									
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.08933793								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.000026931								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.008879931								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.17180793								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.000026931								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.00080793								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.01481205								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.008879931								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.8906862								
"TAM7X1901211"	"Tubos de Acero de Mexico S. A"	"Articulos y productos metalicos"	"NUEVO LEON"	"Cienega de Flores"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			1.1180793								
"TAM8A1505711"	"Tecniflex Ansorge de México y Compañía S. en C.S. de C.V."	"Quimica"	"MEXICO"	"Naucalpan de Juarez"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	385.885										
"TAM8A1505711"	"Tecniflex Ansorge de México y Compañía S. en C.S. de C.V."	"Quimica"	"MEXICO"	"Naucalpan de Juarez"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									98.4697034	75.5	
"TAM9M2802711"	"Kongsberg Driveline Systems S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"TAMAULIPAS"	"Nuevo Laredo"	"Otros"	"Dioxido de cloro"	"10049-04-4"	"kg/año"	585										
"TAM9M2802711"	"Kongsberg Driveline Systems S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"TAMAULIPAS"	"Nuevo Laredo"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	59.614206										
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.00001392		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.000001779		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.0000174		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.0000696		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00000348		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.000174696		
"TATB01510411"	"TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V."	"Otros"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.000070992		
"TBM911902611"	"Thomas &Betts Monterrey, S. de R.L. de C.V., Planta Blackburn"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"Guadalupe"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.0286		
"TBM911902611"	"Thomas &Betts Monterrey, S. de R.L. de C.V., Planta Blackburn"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.027			
"TBM911902611"	"Thomas &Betts Monterrey, S. de R.L. de C.V., Planta Blackburn"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.00715		
"TBM911902611"	"Thomas &Betts Monterrey, S. de R.L. de C.V., Planta Blackburn"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"Guadalupe"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.03575		
