"NRA"	"Establecimiento"	"Sector"	"Entidad Federativa"	"Municipio"	"Grupo Sustancia"	"Sustancia"	"CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reutilización"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición Final"	"Alcantarillado"	"Incineración"	"Otro"
"BYES71703012"	"BURLINGTON YECAPIXTLA, S.A. DE C.V."	"Otros"	"MORELOS"	"Yecapixtla"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			70.43445								
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	66.24201										
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.00403229		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.001612916		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.01612916		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.0403229		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.000806458		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.04838748		
"BYP9M2201611"	"BYPASA S.A. DE C.V."	"Automotriz"	"QUERETARO"	"San Juan del Rio"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.0806458		
"C&S690101011"	"CHEMICAL & SCHUTZ HIGH PERFORMANCE LUBRICANTS SA DE CV"	"Quimica"	"AGUASCALIENTES"	"El Llano"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	29.87111										
"CAAEE1000511"	"CAMIONES AUTOMOVILES Y ACCESORIOS S A DE C V"	"Otros"	"DURANGO"	"Durango"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					82						
"CAB1500200001"	"CAMPOS BELMONT MIGUEL"	"Quimica"	"MEXICO"	"Acolman"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	9.518										
"CACAD2804011"	"CENTRAL ANAHUAC S.A. DE C.V."	"Generación de energía eléctrica"	"TAMAULIPAS"	"Valle Hermoso"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	363699										
"CACAD2804011"	"CENTRAL ANAHUAC S.A. DE C.V."	"Generación de energía eléctrica"	"TAMAULIPAS"	"Valle Hermoso"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1227238.04										
"CACAD2804011"	"CENTRAL ANAHUAC S.A. DE C.V."	"Generación de energía eléctrica"	"TAMAULIPAS"	"Valle Hermoso"	"Otros"	"Formaldehido"	"50-00-0"	"kg/año"	7908.9										
"CACAD2804011"	"CENTRAL ANAHUAC S.A. DE C.V."	"Generación de energía eléctrica"	"TAMAULIPAS"	"Valle Hermoso"	"Otros"	"Acetaldehido"	"75-07-0"	"kg/año"	445.2										
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.29988		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.0045864		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.0588		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	0.000022								0.7056		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.001176		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"	0.00184								2.2344		
"CAE8A1403921"	"SOCORRO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.2646		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.024939		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.001304		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.00163		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	0.00001								0.034719		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.000489		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"	0.0026								0.2771		
"CAE8A1403941"	"GREGORIO CHAVARRIA ESPARZA"	"Quimica"	"JALISCO"	"Guadalajara"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.0163		
"CAF6D1501411"	"Cooper Standard Automotive Fluid Systems de Mexico S. de R.L. de C.V."	"Quimica"	"MEXICO"	"Atlacomulco"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	4015.34										
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.004272		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.00048		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.00744		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"								400	0.01296		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00048		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.08304		
"CAI8A1409811"	"Cromadora Alamo Industrial S.A. de C.V."	"Quimica"	"JALISCO"	"Tlaquepaque"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.04008		
"CAL6M0200411"	"CALINOR S.A. DE C.V."	"Quimica"	"BAJA CALIFORNIA"	"Tijuana"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	267.3										
"CAL6M0200411"	"CALINOR S.A. DE C.V."	"Quimica"	"BAJA CALIFORNIA"	"Tijuana"	"Organohalogenados"	"Cloruro de metileno"	"75-09-2"	"kg/año"	495.158							9238			
"CAM880503011"	"CALENTADORES DE AMÉRICA, S DE RL DE CV."	"Articulos y productos metalicos"	"COAHUILA"	"Saltillo"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									11.50848		
"CAM880503011"	"CALENTADORES DE AMÉRICA, S DE RL DE CV."	"Articulos y productos metalicos"	"COAHUILA"	"Saltillo"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.1150848									
"CAM880503011"	"CALENTADORES DE AMÉRICA, S DE RL DE CV."	"Articulos y productos metalicos"	"COAHUILA"	"Saltillo"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		0.0575424									
"CAM880503011"	"CALENTADORES DE AMÉRICA, S DE RL DE CV."	"Articulos y productos metalicos"	"COAHUILA"	"Saltillo"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.1150848									
"CAM880503011"	"CALENTADORES DE AMÉRICA, S DE RL DE CV."	"Articulos y productos metalicos"	"COAHUILA"	"Saltillo"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.1150848									
"CAM911700411"	"Continental Automotive Mexicana, S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"MORELOS"	"Ayala"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					3194.6						
"CAM9D0802111"	"Componentes Avanzados de Mexico S.A. de C.V"	"Equipos y articulos electronicos, electricos y domesticos"	"CHIHUAHUA"	"Delicias"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	390.76524										
"CAM9D0802111"	"Componentes Avanzados de Mexico S.A. de C.V"	"Equipos y articulos electronicos, electricos y domesticos"	"CHIHUAHUA"	"Delicias"	"Hidrocarburos Aromáticos y Alifáticos"	"Tricloroetileno"	"79-01-6"	"kg/año"	700										
"CAMLJ1512011"	"ZAIRA CARBAJAL MENDEZ"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Zumpango"	"Gases de Efecto Invernadero"	"Oxido nitroso"	"10024-97-2"	"ton/año"	0.0768										
"CAMLJ1512011"	"ZAIRA CARBAJAL MENDEZ"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Zumpango"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	63.795										
"CAMND1509111"	"COMPAÑIA DE MAQUILAS Y ALEACIONES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Teoloyucan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.20172										
"CAN9M2604311"	"CONTINENTAL AUTOMOTIVE NOGALES S.A. DE C.V."	"Automotriz"	"SONORA"	"Nogales"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					21389						
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.02117793		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.002561052		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.0443259		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.049251		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00049251		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.19897404		
"CANEE1507011"	"CAMIONES ANDRADE, S.A. DE C.V."	"Otros"	"MEXICO"	"La Paz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.33195174		
"CAOLJ2902511"	"CALVARIO OTERO ALFONSO"	"Metalurgica (incluye la siderurgica)"	"TLAXCALA"	"San Pablo del Monte"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	5.063										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	134129										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"	0.152										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.001004										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Compuestos Orgánicos Persistentes"	"Furanos"	"S/C11"	"g/año"	0.001004										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	0.24345										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"	2.6932										
"CAP1F1200111"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"GUERRERO"	"Acapulco de Juarez"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	0.0913										
"CAP730502711"	"CEMENTOS APASCO, S.A. DE C.V."	"Cemento y Cal"	"COAHUILA"	"Ramos Arizpe"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	737804.80979										
"CAP730502711"	"CEMENTOS APASCO, S.A. DE C.V."	"Cemento y Cal"	"COAHUILA"	"Ramos Arizpe"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	8.454										
"CAP730502711"	"CEMENTOS APASCO, S.A. DE C.V."	"Cemento y Cal"	"COAHUILA"	"Ramos Arizpe"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"	4										
"CAP730502711"	"CEMENTOS APASCO, S.A. DE C.V."	"Cemento y Cal"	"COAHUILA"	"Ramos Arizpe"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.0000054										
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	20230										
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1041271										
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.15174								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Hidrocarburos Aromáticos y Alifáticos"	"Benceno"	"71-43-2"	"kg/año"	5538										
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	24.7		0.021642								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.0227241								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"	1.7		0.0703365								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.05027715								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.0088777										
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.08706								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	83.5		1.12563								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.008706								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			1.13805								
"CAP730600911"	"CEMENTOS APASCO S.A. DE C.V."	"Cemento y Cal"	"COLIMA"	"Tecoman"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	4.6		1.5174								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	1515000										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	859272										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.94398								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Hidrocarburos Aromáticos y Alifáticos"	"Benceno"	"71-43-2"	"kg/año"	2020										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.047199								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.047199								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"	2.25	2.36	4.71995								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"	2.25										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.00783885										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"	2.7	3.45	6.895527								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"	60.08										
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"	2.42	4.96	9.915895								
"CAP731501011"	"CEMENTOS APASCO S.A DE C.V  PLANTA APAXCO"	"Cemento y Cal"	"MEXICO"	"Apaxco"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	9.62	9.91	19.82179								
"CAP732701211"	"CEMENTOS APASCO  S.A. DE C.V. PLANTA MACUSPANA"	"Cemento y Cal"	"TABASCO"	"Macuspana"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	492359.98										
"CAP732701211"	"CEMENTOS APASCO  S.A. DE C.V. PLANTA MACUSPANA"	"Cemento y Cal"	"TABASCO"	"Macuspana"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	0.02										
"CAP732701211"	"CEMENTOS APASCO  S.A. DE C.V. PLANTA MACUSPANA"	"Cemento y Cal"	"TABASCO"	"Macuspana"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.0054711										
"CAP733008511"	"CEMENTOS APASCO SA DE CV"	"Cemento y Cal"	"VERACRUZ"	"Ixtaczoquitlan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	884903										
"CAP733008511"	"CEMENTOS APASCO SA DE CV"	"Cemento y Cal"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	13										
"CAP733008511"	"CEMENTOS APASCO SA DE CV"	"Cemento y Cal"	"VERACRUZ"	"Ixtaczoquitlan"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.03419										
"CAP733008511"	"CEMENTOS APASCO SA DE CV"	"Cemento y Cal"	"VERACRUZ"	"Ixtaczoquitlan"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"	5.5										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	605216										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	7.52										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"	0.24										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"	2.18										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Compuestos Orgánicos Persistentes"	"Dioxinas"	"S/C10"	"g/año"	0.0082449										
"CAPRH2603011"	"Cementos Apasco, S.A. de C.V. Planta Hermosillo"	"Cemento y Cal"	"SONORA"	"Hermosillo"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	34.43										
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.011507184		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"									0.0002301		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"									0.000403		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"									0.046029		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.00040275144		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.046028736		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"								2.4	0.069042552		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00023014368		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"								6	0.540836824		
"CAQ8A1505811"	"JUAN DE DIOS CAMPOS QUEZADA"	"Quimica"	"MEXICO"	"Nezahualcoyotl"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.770980664		
"CAR742200711"	"CAL LOS ARCOS S.A. DE C.V."	"Cemento y Cal"	"QUERETARO"	"Ezequiel Montes"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	21181.29										
"CAR742200711"	"CAL LOS ARCOS S.A. DE C.V."	"Cemento y Cal"	"QUERETARO"	"Ezequiel Montes"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								1.695			
"CAR9M1900611"	"Carplastic S.A. de C.V."	"Automotriz"	"NUEVO LEON"	"Apodaca"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								1.63			
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	11.1625										
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.012		
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.01		
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.01		
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.004		
"CARLK0900311"	"CARB, S.A. DE C.V."	"Articulos y productos metalicos"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00008		
