CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
OCPBC5598	CD MORELOS	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-114.86878	32.62354	2022	197.9	Alta	1212	Permisible para riego	853	Cultivos sensibles	Potable - Dulce	0.25	Baja	403	Potable - Dura	<1.1	Potable - Excelente	0.056	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.383	Sin efectos en la salud - Puede dar color al agua	0.199	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPBC6316	ISLITA	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.86848	32.38019	2022	198.9	Alta	2254	Dudosa para riego	1487.7	Cultivos con manejo especial	Ligeramente salobres	0.24	Baja	511	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	0.032	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.187	Sin efectos en la salud - Puede dar color al agua	0.097	Potable - Excelente	Amarillo	CONDUC,DT,MN,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPBC6317	LAS ADELITAS	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.66486	32.43373	2022	107.1	Media	2101	Dudosa para riego	1352	Cultivos con manejo especial	Ligeramente salobres	0.28	Baja	444.6	Potable - Dura	<1.1	Potable - Excelente	0.159	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.068	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	CONDUC,	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC6318	EL FRONTERIZO	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.89109	32.27636	2022	190.7	Alta	2195	Dudosa para riego	1339.3	Cultivos con manejo especial	Ligeramente salobres	0.92	Potable - Optima	189	Potable - Dura	<1.1	Potable - Excelente	0.155	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.048	Potable - Excelente	0.068	Potable - Excelente	Amarillo	CONDUC,	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC6319	LUIS B. SANCHEZ	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.99813	32.20251	2022	126.5	Media	1855	Permisible para riego	1035.3	Cultivos con manejo especial	Ligeramente salobres	0.69	Media	134	Potable - Dura	<1.1	Potable - Excelente	0.031	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.05	Potable - Excelente	0.06	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC6320	ESTACION RIITO	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.96172	32.16431	2022	95.9	Media	2994	Dudosa para riego	1676	Cultivos con manejo especial	Ligeramente salobres	0.53	Media	216	Potable - Dura	<1.1	Potable - Excelente	0.042	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.072	Potable - Excelente	0.088	Potable - Excelente	Amarillo	CONDUC,	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC6321	MESA RICA	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.92915	32.13496	2022	135.7	Media	3577	Indeseable para riego	2083	Cultivos tolerantes	Salobres	0.8	Potable - Optima	307.5	Potable - Dura			0.049	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.114	Potable - Excelente	0.161	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,	SI	NO	NO	NO	SI	SI	ND	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC6322	MESA RICA DOS	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.94864	32.155306	2022	84.7	Media	3826	Indeseable para riego	2283	Cultivos tolerantes	Salobres	0.46	Media	313.7	Potable - Dura	41	Buena calidad	0.102	Potable - Excelente	0.027	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.117	Potable - Excelente	0.883	Sin efectos en la salud - Puede dar color al agua	Rojo	CONDUC,SDT_ra,SDT_salin,AS,FE,	SI	NO	NO	NO	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	NO	1
OCPBC6323	INDEPENDENCIA	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RIO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.92691	32.25152	2022	124.4	Media	1410	Permisible para riego	852.7	Cultivos sensibles	Potable - Dulce	0.73	Potable - Optima	102.8	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.033	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.019	Potable - Excelente	0.032	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4447	POZO CNA 7	PACÍFICO NORTE	SINALOA	CULIACÁN	RIO CULIACAN	POZO	-107.42654	24.79921	2022	274.6	Alta	910	Permisible para riego	554	Cultivos sensibles	Potable - Dulce	0.25	Baja	310	Potable - Dura	<1.1	Potable - Excelente	4.438	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4454	LOMA DE RODRIGUERA	PACÍFICO NORTE	SINALOA	CULIACÁN	RIO CULIACAN	POZO	-107.40047	24.87168	2022	136.7	Media	427	Buena para riego	244.8	Excelente para riego	Potable - Dulce	0.32	Baja	160.6	Potable - Dura	<1.1	Potable - Excelente	0.923	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	0.033	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4460M1	POZO CNA 197 COFRADIA NAVOLATO	PACÍFICO NORTE	SINALOA	NAVOLATO	RIO CULIACAN	POZO	-107.6446	24.76599	2022	339.2	Alta	791	Permisible para riego	482.2	Excelente para riego	Potable - Dulce	0.21	Baja	280	Potable - Dura	<1.1	Potable - Excelente	4.371	Potable - Excelente	0.023	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	3.253	Puede afectar la salud	<0.025	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4461	POZO CNA RC-5	PACÍFICO NORTE	SINALOA	NAVOLATO	RIO CULIACAN	POZO	-107.59661	24.76621	2022	277.4	Alta	775	Permisible para riego	464.4	Excelente para riego	Potable - Dulce	0.29	Baja	256	Potable - Dura	<1.1	Potable - Excelente	3.324	Potable - Excelente	0.013	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	1.405	Puede afectar la salud	<0.025	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4462	POZO CNA 135	PACÍFICO NORTE	SINALOA	NAVOLATO	RIO CULIACAN	POZO	-107.71181	24.76086	2022	201.1	Alta	576	Buena para riego	383.2	Excelente para riego	Potable - Dulce	<0.2	Baja	216	Potable - Dura	<1.1	Potable - Excelente	0.035	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.046	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4465	LAS TRANCAS	PACÍFICO NORTE	SINALOA	NAVOLATO	RIO CULIACAN	POZO	-107.72429	24.70395	2022	308.3	Alta	1010	Permisible para riego	611.8	Cultivos sensibles	Potable - Dulce	0.36	Baja	282	Potable - Dura	<1.1	Potable - Excelente	3.095	Potable - Excelente	0.016	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.538	Puede afectar la salud	<0.025	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4492	BOCA DE ARROYO (CNA-402)	PACÍFICO NORTE	SINALOA	MOCORITO	RIO MOCORITO	POZO	-107.97163	25.46517	2022	499.5	Indeseable como FAAP	1980	Permisible para riego	1708.7	Cultivos con manejo especial	Ligeramente salobres	0.36	Baja	742	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	18.163	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	1.048	Puede afectar la salud	<0.025	Potable - Excelente	Rojo	ALC,DT,MN,NO3,	NO	SI	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4498	POZO CNA-159	PACÍFICO NORTE	SINALOA	SALVADOR ALVARADO	RIO MOCORITO	POZO	-108.13171	25.43721	2022	450.8	Indeseable como FAAP	1309	Permisible para riego	773	Cultivos sensibles	Potable - Dulce	0.53	Media	310	Potable - Dura	<1.1	Potable - Excelente	9.055	Potable - Buena calidad	0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.009	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4499	POZO CNA 188	PACÍFICO NORTE	SINALOA	ANGOSTURA	RIO MOCORITO	POZO	-108.19576	25.29359	2022	404.4	Indeseable como FAAP	1218	Permisible para riego	772.4	Cultivos sensibles	Potable - Dulce	0.44	Media	338	Potable - Dura	1935	Contaminada	15.752	No apta como FAAP	0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.301	Sin efectos en la salud - Puede dar color al agua	0.043	Potable - Excelente	Rojo	ALC,CF,MN,NO3,	NO	SI	SI	SI	SI	SI	NO	NO	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4500	POZO CNA 1	PACÍFICO NORTE	SINALOA	ANGOSTURA	RIO MOCORITO	POZO	-108.1502	25.36881	2022	344.8	Alta	898	Permisible para riego	551.4	Cultivos sensibles	Potable - Dulce	0.39	Baja	334	Potable - Dura	<1.1	Potable - Excelente	8.884	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4509	POZO #1 BASE 10	PACÍFICO NORTE	SINALOA	GUASAVE	RIO SINALOA	POZO	-108.45831	25.56787	2022	267.4	Alta	1130	Permisible para riego	780.7	Cultivos sensibles	Potable - Dulce	<0.2	Baja	452	Potable - Dura	160	Buena calidad	0.698	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	2.066	Puede afectar la salud	0.062	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4510	POZO CNA EL VARAL	PACÍFICO NORTE	SINALOA	GUASAVE	RIO SINALOA	POZO	-108.4194	25.6375	2022	351.4	Alta	2770	Dudosa para riego	1953	Cultivos con manejo especial	Ligeramente salobres	0.3	Baja	948	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	8.756	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	1.821	Puede afectar la salud	<0.025	Potable - Excelente	Amarillo	CONDUC,DT,MN,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4512	LA ENTRADA	PACÍFICO NORTE	SINALOA	GUASAVE	RIO SINALOA	POZO	-108.579	25.5882	2022	128.2	Media	2062	Dudosa para riego	1337.6	Cultivos con manejo especial	Ligeramente salobres	0.23	Baja	530	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	1.18	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	CONDUC,DT,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4531	POZO CNA-350 BOCA DE ARROYO	PACÍFICO NORTE	SINALOA	EL FUERTE	RIO FUERTE	POZO	-108.74541	26.3226	2022	224.6	Alta	602	Buena para riego	375.8	Excelente para riego	Potable - Dulce	0.48	Media	220.9	Potable - Dura	2359	Contaminada	5.854	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CF,	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4551M1	POZO 12 LAS QUINTAS	PACÍFICO NORTE	SINALOA	AHOME	RIO FUERTE	POZO	-109.20195	25.91714	2022	260.4	Alta	814	Permisible para riego	485	Excelente para riego	Potable - Dulce	0.24	Baja	241.4	Potable - Dura	185	Buena calidad	<0.02	Potable - Excelente	0.037	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.181	Sin efectos en la salud - Puede dar color al agua	0.123	Potable - Excelente	Rojo	AS,MN,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	NO	SI	1
OCPNO4572	EL DORADO, LA CRUZ DE NAVITO	PACÍFICO NORTE	SINALOA	CULIACÁN	RIO SAN LORENZO	POZO	-107.32762	24.34763	2022	207.7	Alta	657	Buena para riego	413	Excelente para riego	Potable - Dulce	0.32	Baja	261	Potable - Dura	<1.1	Potable - Excelente	5.243	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.451	Puede afectar la salud	0.12	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4575	QUILA	PACÍFICO NORTE	SINALOA	CULIACÁN	RIO SAN LORENZO	POZO	-107.21882	24.4151	2022	263	Alta	547	Buena para riego	454.8	Excelente para riego	Potable - Dulce	0.72	Potable - Optima	259	Potable - Dura	<1.1	Potable - Excelente	11.351	No apta como FAAP	0.016	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4595	EL LIMONCITO	PACÍFICO NORTE	SINALOA	ELOTA	RIO ELOTA	POZO	-106.77659	23.93004	2022	229.6	Alta	624	Buena para riego	344	Excelente para riego	Potable - Dulce	0.22	Baja	262	Potable - Dura	<1.1	Potable - Excelente	2.09	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.009	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4596	EL ROBLE	PACÍFICO NORTE	SINALOA	ELOTA	RIO ELOTA	POZO	-106.81741	23.92107	2022	215.3	Alta	559	Buena para riego	336	Excelente para riego	Potable - Dulce	<0.2	Baja	233.6	Potable - Dura	<1.1	Potable - Excelente	3.105	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4599	EJIDO LA CRUZ	PACÍFICO NORTE	SINALOA	ELOTA	RIO ELOTA	POZO	-106.92464	23.89952	2022	239.8	Alta	771	Permisible para riego	412	Excelente para riego	Potable - Dulce	0.38	Baja	274.2	Potable - Dura	63	Buena calidad	4.3	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4606	EJIDO DIMAS	PACÍFICO NORTE	SINALOA	SAN IGNACIO	RIO PIAXTLA	POZO	-106.76889	23.73324	2022	137	Media	493	Buena para riego	291	Excelente para riego	Potable - Dulce	0.31	Baja	189	Potable - Dura	10	Buena calidad	0.15	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.541	Puede afectar la salud	0.311	Sin efectos en la salud - Puede dar color al agua	Amarillo	MN,FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NO	NC
OCPNO4612	SAN IGNACIO	PACÍFICO NORTE	SINALOA	SAN IGNACIO	RIO PIAXTLA	POZO	-106.41753	23.94078	2022	124.2	Media	345	Buena para riego	199.2	Excelente para riego	Potable - Dulce	0.43	Media	121.9	Potable - Dura	363	Aceptable	2.233	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.004	Potable - Excelente	0.084	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4618	POZO CNA 82	PACÍFICO NORTE	SINALOA	MAZATLÁN	RIO PRESIDIO	POZO	-106.23798	23.32884	2022	70.4	Baja	198	Excelente para riego	126.3	Excelente para riego	Potable - Dulce	<0.2	Baja	72.7	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.848	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO4619	WALAMO (CNA-013)	PACÍFICO NORTE	SINALOA	MAZATLÁN	RIO PRESIDIO	POZO	-106.24055	23.14434	2022	115.9	Media	581	Buena para riego	379.6	Excelente para riego	Potable - Dulce	<0.2	Baja	241.9	Potable - Dura	10	Buena calidad	0.974	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.352	Sin efectos en la salud - Puede dar color al agua	0.518	Sin efectos en la salud - Puede dar color al agua	Amarillo	MN,FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NO	NC
OCPNO4621	POZO VILLA UNIÓN	PACÍFICO NORTE	SINALOA	MAZATLÁN	RIO PRESIDIO	POZO	-106.22059	23.19806	2022	229.5	Alta	569	Buena para riego	370.7	Excelente para riego	Potable - Dulce	0.54	Media	180.7	Potable - Dura	<1.1	Potable - Excelente	0.046	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.854	Puede afectar la salud	0.168	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO4679	POZO CNA 221	PACÍFICO NORTE	SINALOA	GUASAVE	RIO SINALOA	POZO	-108.34293	25.73292	2022	292.9	Alta	1177	Permisible para riego	709.2	Cultivos sensibles	Potable - Dulce	0.39	Baja	383.5	Potable - Dura	<1.1	Potable - Excelente	5.997	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.043	Potable - Excelente	0.491	Sin efectos en la salud - Puede dar color al agua	Amarillo	FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
OCPNO5400	POZO CNA-264 (ALHUEY)	PACÍFICO NORTE	SINALOA	ANGOSTURA	RIO MOCORITO	POZO	-108.13493	25.37833	2022	294	Alta	1093	Permisible para riego	635	Cultivos sensibles	Potable - Dulce	0.32	Baja	309.2	Potable - Dura	<1.1	Potable - Excelente	1.375	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.153	Sin efectos en la salud - Puede dar color al agua	0.2	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPNO5401	POZO CNA-268 (AGUSTINA RAMIREZ)	PACÍFICO NORTE	SINALOA	ANGOSTURA	RIO MOCORITO	POZO	-108.15846	25.31937	2022	268	Alta	1983	Permisible para riego	1252.3	Cultivos con manejo especial	Ligeramente salobres	0.21	Baja	704.8	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	6.996	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO6191	POZO ACUIFERO RIO CULIACAN 21	PACÍFICO NORTE	SINALOA	NAVOLATO	RIO CULIACAN	POZO	-107.5836583	24.66738333	2022	479.7	Indeseable como FAAP	1484	Permisible para riego	956	Cultivos sensibles	Potable - Dulce	1.21	Potable - Optima	231.6	Potable - Dura	98	Buena calidad	12.732	No apta como FAAP	0.041	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.022	Potable - Excelente	<0.025	Potable - Excelente	Rojo	ALC,AS,NO3,	NO	SI	SI	SI	SI	SI	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
OCPNO6204	POZO ACUIFERO RIO BALUARTE 1	PACÍFICO NORTE	SINALOA	ROSARIO	RIO BALUARTE	POZO	-105.8432	23.06633	2022	60.2	Baja	190	Excelente para riego	147.3	Excelente para riego	Potable - Dulce	0.3	Baja	67.5	Potable - Moderadamente suave	3255	Contaminada	1.093	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CF,	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPNO6210	POZO ACUIFERO RIO BALUARTE 8	PACÍFICO NORTE	SINALOA	ROSARIO	RIO BALUARTE	POZO	-105.9861	23.09281	2022	377.4	Alta	955	Permisible para riego	550	Cultivos sensibles	Potable - Dulce	0.67	Media	400.9	Potable - Dura	17329	Fuertemente contaminada	5.445	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.026	Potable - Excelente	Rojo	CF,	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	NC
