CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
DLBAJ186	E. ZAPATA 1	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	MULEGÉ	VIZCAINO	POZO	-113.3826	27.5469	2022	187.7	Alta	2311	Dudosa para riego	1566.7	Cultivos con manejo especial	Ligeramente salobres	0.27	Baja	731.2	Muy dura e indeseable usos industrial y domestico	171	Buena calidad	11.458	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.042	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007	Potable - Excelente	0.272	Potable - Excelente	Rojo	CONDUC,DT,NO3,	SI	NO	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ54	POZO NO.VII R(ANTES A.P. VII)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.29474	24.13871	2022	121.5	Media	685	Buena para riego	437.4	Excelente para riego	Potable - Dulce	0.22	Baja	160.3	Potable - Dura	<1.1	Potable - Excelente	8.107	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ5534	POZO AP EL CENTENARIO	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.422777777778	24.07625	2022	200.7	Alta	932	Permisible para riego	533	Cultivos sensibles	Potable - Dulce	0.69	Media	122.7	Potable - Dura	<1.1	Potable - Excelente	2.547	Potable - Excelente	0.03	No apta como FAAP	<0.003	Potable - Excelente	0.007	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLBAJ5535	POZO AP LA ARDILLA 1	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.470794	24.126101	2022	227.8	Alta	1367	Permisible para riego	767	Cultivos sensibles	Potable - Dulce	0.94	Potable - Optima	195.9	Potable - Dura	<1.1	Potable - Excelente	5.59	Potable - Buena calidad	0.045	No apta como FAAP	<0.003	Potable - Excelente	0.01	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLBAJ5536	POZO AP LA ARDILLA 2	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.472524	24.113759	2022	243	Alta	1737	Permisible para riego	989.7	Cultivos sensibles	Potable - Dulce	0.9	Potable - Optima	172.2	Potable - Dura	<1.1	Potable - Excelente	5.91	Potable - Buena calidad	0.049	No apta como FAAP	<0.003	Potable - Excelente	0.012	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLBAJ70	POZO NO. XII (ANTES A.P. XII)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.30773	24.08008	2022	204	Alta	2202	Dudosa para riego	1721.3	Cultivos con manejo especial	Ligeramente salobres	0.4	Media	745.8	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	5.358	Potable - Buena calidad	0.015	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	0.031	Potable - Excelente	Amarillo	CONDUC,DT,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ71	A.P. NO. X	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.31538	24.05496	2022	157.3	Alta	1577	Permisible para riego	1343.7	Cultivos con manejo especial	Ligeramente salobres	0.33	Baja	648.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	6.007	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.04	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ72	POZO NO. XI (ANTES A.P. XI)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LA PAZ	POZO	-110.31963	24.04636	2022	131.9	Media	1762	Permisible para riego	1582.7	Cultivos con manejo especial	Ligeramente salobres	0.25	Baja	714.6	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	6.964	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.125	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ81	POZO CLAVE 2	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LA PAZ	LOS PLANES	POZO	-109.89282	23.96127	2022	219.2	Alta	2371	Dudosa para riego	2136.3	Cultivos tolerantes	Salobres	0.87	Potable - Optima	457.1	Potable - Dura	1860	Contaminada	1.311	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.097	Potable - Excelente	0.34	Sin efectos en la salud - Puede dar color al agua	Rojo	CONDUC,SDT_ra,SDT_salin,CF,FE,	SI	NO	NO	NO	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	NC
DLBAJ91	POZO NO. 5 PIDER	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LOS CABOS	SAN JOSE DEL CABO	POZO	-109.705375	23.315977	2022	159.4	Alta	553	Buena para riego	368.8	Excelente para riego	Potable - Dulce	0.43	Media	238.9	Potable - Dura			0.785	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.009	Potable - Excelente	0.063	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	ND	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ92	POZO SAN BERNABE	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LOS CABOS	SAN JOSE DEL CABO	POZO	-109.69954	23.14838	2022	77.1	Media	248	Excelente para riego	203.8	Excelente para riego	Potable - Dulce	0.31	Baja	94.5	Potable - Moderadamente suave	<1.1	Potable - Excelente	3.76	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLBAJ93	POZO JAVIER ARAMBURO	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA SUR	LOS CABOS	SAN JOSE DEL CABO	POZO	-109.697542	23.06715	2022	174.6	Alta	1210	Permisible para riego	805.2	Cultivos sensibles	Potable - Dulce	2.03	Alta	234.7	Potable - Dura	<1.1	Potable - Excelente	1.42	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.009	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM217M1	POZO DEL SISTEMA DE AGUA POTABLE DE CANDELARIA-CAMPECHE	PENÍNSULA DE YUCATÁN	CAMPECHE	CANDELARIA	PENÍNSULA DE YUCATÁN	POZO	-91.04672	18.1868	2022	184.3	Alta	2665	Dudosa para riego	1912	Cultivos con manejo especial	Ligeramente salobres	1.46	Potable - Optima	712.2	Muy dura e indeseable usos industrial y domestico	28	Buena calidad	0.217	Potable - Excelente			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	0.48	Sin efectos en la salud - Puede dar color al agua	Amarillo	CONDUC,DT,FE,	SI	NO	SI	SI	SI	NO	SI	SI	ND	SI	ND	SI	ND	SI	NO	NC
DLCAM225	POZO DEL SISTEMA DE AGUA POTABLE DE CHULBAC	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.55914	19.74566	2022			3516	Indeseable para riego	2476	Cultivos tolerantes	Salobres	<0.2	Baja	880.5	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	6.584	Potable - Buena calidad			<0.003	Potable - Excelente	0.009	Potable - Excelente	<0.0005	Potable - Excelente			0.004	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,	ND	NO	NO	NO	SI	NO	SI	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLCAM226	POZO 1 ORIENTE DE LA GALERIA FILTRANTE DE CHINA	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.49801	19.77364	2022	339.2	Alta	2133	Dudosa para riego	1004	Cultivos con manejo especial	Ligeramente salobres	0.35	Baja	427.1	Potable - Dura	7	Buena calidad					<0.003	Potable - Excelente	0.017	Potable - Excelente	<0.0005	Potable - Excelente			0.008	Potable - Excelente	0.305	Sin efectos en la salud - Puede dar color al agua	Amarillo	CONDUC,FE,	SI	NO	SI	SI	SI	SI	SI	ND	ND	SI	SI	SI	ND	SI	NO	NC
DLCAM227	POZO DEL SISTEMA DE AGUA POTABLE DE UAYAMON	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.42225	19.65788	2022			893	Permisible para riego	490	Excelente para riego	Potable - Dulce	<0.2	Baja	359.7	Potable - Dura	75	Buena calidad	12.928	No apta como FAAP			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	ND	SI	SI	SI	SI	SI	SI	NO	ND	SI	ND	SI	ND	SI	SI	NC
DLCAM228	POZO DEL SISTEMA DE AGUA POTABLE DE SEYBAPLAYA	PENÍNSULA DE YUCATÁN	CAMPECHE	CHAMPOTÓN	PENÍNSULA DE YUCATÁN	POZO	-90.65317	19.63013	2022			2276	Dudosa para riego	1460	Cultivos con manejo especial	Ligeramente salobres	<0.2	Baja	562.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	8.37	Potable - Buena calidad			<0.003	Potable - Excelente	0.014	Potable - Excelente	<0.0005	Potable - Excelente					<0.025	Potable - Excelente	Amarillo	CONDUC,DT,	ND	NO	SI	SI	SI	NO	SI	SI	ND	SI	SI	SI	ND	ND	SI	NC
DLCAM230	POZO DEL SISTEMA DE AGUA POTABLE DE VILLA MADERO	PENÍNSULA DE YUCATÁN	CAMPECHE	CHAMPOTÓN	PENÍNSULA DE YUCATÁN	POZO	-90.70225	19.52958	2022			7165	Indeseable para riego	4526	Cultivos tolerantes	Salobres	<0.2	Baja	568	Muy dura e indeseable usos industrial y domestico	4	Buena calidad	19.528	No apta como FAAP			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			0.006	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,DT,NO3,	ND	NO	NO	NO	SI	NO	SI	NO	ND	SI	ND	SI	ND	SI	SI	NC
DLCAM233	POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL	PENÍNSULA DE YUCATÁN	CAMPECHE	CHAMPOTÓN	PENÍNSULA DE YUCATÁN	POZO	-90.62253	19.27276	2022	329.2	Alta	1428.5	Permisible para riego	1034.5	Cultivos con manejo especial	Ligeramente salobres	0.44	Media	668.3	Muy dura e indeseable usos industrial y domestico	60.275	Buena calidad	2.671	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.011	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.0055	Potable - Excelente	0.04025	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM244	POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.17564	19.52199	2022	300.4	Alta	941.5	Permisible para riego	690.5	Cultivos sensibles	Potable - Dulce	0.465	Media	374.3	Potable - Dura	29	Buena calidad	13.219	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM245	POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.12211	19.74728	2022	357.1	Alta	1428	Permisible para riego	1022	Cultivos con manejo especial	Ligeramente salobres	0.435	Media	431.95	Potable - Dura	66	Buena calidad	33.831	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.0075	Potable - Excelente	<0.0005	Potable - Excelente	0.00575	Potable - Excelente	0.0015	Potable - Excelente	0.03075	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM246	POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN	PENÍNSULA DE YUCATÁN	CAMPECHE	HOPELCHÉN	PENÍNSULA DE YUCATÁN	POZO	-89.85167	19.74251	2022	346	Alta	1308	Permisible para riego	801.5	Cultivos sensibles	Potable - Dulce	0.385	Baja	397.6	Potable - Dura	7.775	Buena calidad	24.9235	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	0.00575	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM247	POZO 3 DEL SISTEMA DE AGUA POTABLE DE BOLONCHEN DE REJON	PENÍNSULA DE YUCATÁN	CAMPECHE	HOPELCHÉN	PENÍNSULA DE YUCATÁN	POZO	-89.74793	20.00898	2022	322.7	Alta	1835.5	Permisible para riego	1315.5	Cultivos con manejo especial	Ligeramente salobres	0.53	Media	649.6	Muy dura e indeseable usos industrial y domestico	37.775	Buena calidad	33.678	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente			<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.011	Potable - Excelente	0.1515	Potable - Excelente	Rojo	DT,NO3,	SI	SI	SI	SI	SI	NO	SI	NO	SI	SI	ND	SI	SI	SI	SI	NC
DLCAM248	POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL	PENÍNSULA DE YUCATÁN	CAMPECHE	HECELCHAKÁN	PENÍNSULA DE YUCATÁN	POZO	-89.90955	20.10319	2022	319	Alta	1757	Permisible para riego	1091	Cultivos con manejo especial	Ligeramente salobres	0.77	Potable - Optima	613.15	Muy dura e indeseable usos industrial y domestico	11.775	Buena calidad	4.307	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.006	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.001875	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM249	POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN	PENÍNSULA DE YUCATÁN	CAMPECHE	HECELCHAKÁN	PENÍNSULA DE YUCATÁN	POZO	-90.1235	20.1959	2022	342.2	Alta	2210.5	Dudosa para riego	1507	Cultivos con manejo especial	Ligeramente salobres	0.305	Baja	599.05	Muy dura e indeseable usos industrial y domestico	11.775	Buena calidad	6.334	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.016	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.00165	Potable - Excelente	0.041	Potable - Excelente	Amarillo	CONDUC,DT,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM250	POZO DEL SISTEMA DE AGUA POTABLE DE POMUCH	PENÍNSULA DE YUCATÁN	CAMPECHE	HECELCHAKÁN	PENÍNSULA DE YUCATÁN	POZO	-90.16612	20.14573	2022			2656	Dudosa para riego	1838	Cultivos con manejo especial	Ligeramente salobres	0.49	Media	689.9	Muy dura e indeseable usos industrial y domestico	23	Buena calidad	12.271	No apta como FAAP			<0.003	Potable - Excelente	0.021	Potable - Excelente	0.0006	Potable - Excelente			0.003	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,DT,NO3,	ND	NO	SI	SI	SI	NO	SI	NO	ND	SI	SI	SI	ND	SI	SI	NC
DLCAM251	POZO 3 DEL SISTEMA DE AGUA POTABLE DE TENABO	PENÍNSULA DE YUCATÁN	CAMPECHE	TENABO	PENÍNSULA DE YUCATÁN	POZO	-90.22615	20.02983	2022			2647	Dudosa para riego	1910	Cultivos con manejo especial	Ligeramente salobres	0.88	Potable - Optima	1108.5	Muy dura e indeseable usos industrial y domestico	93	Buena calidad	14.75	No apta como FAAP			<0.003	Potable - Excelente	0.025	Potable - Excelente	0.0006	Potable - Excelente			0.002	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,DT,NO3,	ND	NO	SI	SI	SI	NO	SI	NO	ND	SI	SI	SI	ND	SI	SI	NC
DLCAM252	POZO DEL SISTEMA DE AGUA POTABLE DE DZITBALCHE	PENÍNSULA DE YUCATÁN	CAMPECHE	CALKINÍ	PENÍNSULA DE YUCATÁN	POZO	-90.059102	20.321355	2022			2536	Dudosa para riego	1518	Cultivos con manejo especial	Ligeramente salobres	0.43	Media	660.4	Muy dura e indeseable usos industrial y domestico	93	Buena calidad	47.339	No apta como FAAP			<0.003	Potable - Excelente	0.023	Potable - Excelente	0.0006	Potable - Excelente			0.007	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,DT,NO3,	ND	NO	SI	SI	SI	NO	SI	NO	ND	SI	SI	SI	ND	SI	SI	NC
DLCAM253	POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI	PENÍNSULA DE YUCATÁN	CAMPECHE	CALKINÍ	PENÍNSULA DE YUCATÁN	POZO	-90.0605	20.37721	2022	362.7	Alta	2778	Dudosa para riego	1900	Cultivos con manejo especial	Ligeramente salobres	0.46	Media	788.8	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	18.7145	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.015	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.036	Potable - Excelente	0.169	Potable - Excelente	Rojo	CONDUC,DT,NO3,	SI	NO	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLCAM256	POZO DEL SISTEMA DE AGUA POTABLE DE CENTENARIO	PENÍNSULA DE YUCATÁN	CAMPECHE	ESCÁRCEGA	PENÍNSULA DE YUCATÁN	POZO	-90.288313	18.648749	2022	316.9	Alta	1060	Permisible para riego	598	Cultivos sensibles	Potable - Dulce	0.49	Media	302.7	Potable - Dura	<1.1	Potable - Excelente					<0.003	Potable - Excelente			<0.0005	Potable - Excelente			0.024	Potable - Excelente	0.305	Sin efectos en la salud - Puede dar color al agua	Amarillo	FE,	SI	SI	SI	SI	SI	SI	SI	ND	ND	SI	ND	SI	ND	SI	NO	NC
DLCAM262	POZO DEL SISTEMA DE AGUA POTABLE DE BEL HA	PENÍNSULA DE YUCATÁN	CAMPECHE	CALAKMUL	PENÍNSULA DE YUCATÁN	POZO	-89.31538	18.93264	2022	236.4	Alta	5226	Indeseable para riego	3698	Cultivos tolerantes	Salobres	2.44	Alta	1923	Muy dura e indeseable usos industrial y domestico	15	Buena calidad	1.055	Potable - Excelente			<0.003	Potable - Excelente			<0.0005	Potable - Excelente					0.149	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,FLUO,DT,	SI	NO	NO	NO	NO	NO	SI	SI	ND	SI	ND	SI	ND	ND	SI	NC
DLCAM266	POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA	PENÍNSULA DE YUCATÁN	CAMPECHE	ESCÁRCEGA	PENÍNSULA DE YUCATÁN	POZO	-90.72135	18.6058	2022	417.6	Indeseable como FAAP	1444	Permisible para riego	712	Cultivos sensibles	Potable - Dulce	0.47	Media	455	Potable - Dura	7	Buena calidad	10.647	Potable - Buena calidad			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			0.002	Potable - Excelente	0.297	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	SI	ND	SI	ND	SI	ND	SI	SI	NC
DLCAM267	POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL	PENÍNSULA DE YUCATÁN	CAMPECHE	CARMEN	PENÍNSULA DE YUCATÁN	POZO	-90.92259	18.77386	2022	364.6	Alta	1505	Permisible para riego	686	Cultivos sensibles	Potable - Dulce	<0.2	Baja	427.3	Potable - Dura	75	Buena calidad					<0.003	Potable - Excelente	0.007	Potable - Excelente	<0.0005	Potable - Excelente					0.151	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	ND	ND	SI	SI	SI	ND	ND	SI	NC
DLCAM5388	POZO DE A.P. EL RAMONAL	PENÍNSULA DE YUCATÁN	CAMPECHE	CANDELARIA	PENÍNSULA DE YUCATÁN	POZO	-90.66181	17.83408	2022	359.9	Alta	2760	Dudosa para riego	2238	Cultivos tolerantes	Salobres	0.66	Media	1527.32	Muy dura e indeseable usos industrial y domestico	43	Buena calidad					<0.003	Potable - Excelente			<0.0005	Potable - Excelente			0.01	Potable - Excelente	0.467	Sin efectos en la salud - Puede dar color al agua	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,FE,	SI	NO	NO	NO	SI	NO	SI	ND	ND	SI	ND	SI	ND	SI	NO	NC
DLCAM5389	POZO DE A.P. JUSTO SIERRA	PENÍNSULA DE YUCATÁN	CAMPECHE	CANDELARIA	PENÍNSULA DE YUCATÁN	POZO	-90.73954	17.94648	2022			1939	Permisible para riego	1702	Cultivos con manejo especial	Ligeramente salobres	1.53	Alta	1230.6	Muy dura e indeseable usos industrial y domestico	4	Buena calidad	1.582	Potable - Excelente			<0.003	Potable - Excelente			<0.0005	Potable - Excelente			0.044	Potable - Excelente	0.891	Sin efectos en la salud - Puede dar color al agua	Rojo	FLUO,DT,FE,	ND	SI	SI	SI	NO	NO	SI	SI	ND	SI	ND	SI	ND	SI	NO	NC
DLCAM5390	POZO DE A.P. NUEVO COAHUILA	PENÍNSULA DE YUCATÁN	CAMPECHE	CANDELARIA	PENÍNSULA DE YUCATÁN	POZO	-90.77618	17.89228	2022	340.8	Alta	1766	Permisible para riego	1308	Cultivos con manejo especial	Ligeramente salobres	0.45	Media	1005	Muy dura e indeseable usos industrial y domestico	2400	Contaminada	7.115	Potable - Buena calidad			<0.003	Potable - Excelente	0.031	Potable - Excelente	<0.0005	Potable - Excelente			0.002	Potable - Excelente	0.253	Potable - Excelente	Rojo	DT,CF,	SI	SI	SI	SI	SI	NO	NO	SI	ND	SI	SI	SI	ND	SI	SI	NC
DLCAM5391	POZO DE A.P. NUEVO PROGRESO (CAMPO MENONITA).	PENÍNSULA DE YUCATÁN	CAMPECHE	HOPELCHÉN	PENÍNSULA DE YUCATÁN	POZO	-89.67811	19.67761	2022	461.3	Indeseable como FAAP	1603	Permisible para riego	1030	Cultivos con manejo especial	Ligeramente salobres	0.41	Media	211.3	Potable - Dura	4	Buena calidad			<0.01	Potable - Excelente	<0.003	Potable - Excelente			<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	0.059	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	ND	SI	SI	ND	SI	SI	SI	SI	NC
DLCAM6560	POZO DEL SAP DE TIKINMUL	PENÍNSULA DE YUCATÁN	CAMPECHE	CAMPECHE	PENÍNSULA DE YUCATÁN	POZO	-90.221917	19.76505	2022	247.4	Alta	2094	Dudosa para riego	1990	Cultivos con manejo especial	Ligeramente salobres	1.08	Potable - Optima	1110.5	Muy dura e indeseable usos industrial y domestico	28	Buena calidad	4.064	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	CONDUC,DT,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
